"Time,ETH_USD,ETH_USDT,ETH_USDC,BTC_USD,BTC_USDT,BTC_USDC,LTC_USD,LTC_USDT""20230419 10:01:23,1989.73,1990.27,1990.49,29217.8,29209.6,29233.1,95.15,95.14"
"20230419 10:44:17,1986.47,1985.69,1985.51,29270.1,29267.1,29275.1,95.61,95.54"
"20230419 10:44:28,1986.49,1985.42,1986.44,29282.5,29274.5,29281.1,95.65,95.57"
"20230419 10:44:39,1985.34,1984.8,1985.69,29282.5,29276.1,29282.4,95.63,95.57"
"20230419 10:44:51,1985.58,1984.99,1985.49,29282.5,29275.8,29281.1,95.61,95.55"
"20230419 10:45:02,1985.35,1984.8,1985.49,29277.1,29275.6,29278.3,95.59,95.52"
"20230419 10:45:13,1985.35,1984.75,1984.95,29277.1,29264.9,29276.7,95.53,95.48"
"20230419 10:45:24,1985.35,1984.74,1984.85,29274.7,29269.4,29276.7,95.54,95.48"
"20230419 10:45:35,1985.27,1984.17,1984.75,29274.7,29263.5,29273.7,95.52,95.48"
"20230419 10:45:47,1983.99,1983.66,1983.77,29260.4,29252.5,29264.6,95.49,95.44"
"20230419 10:45:58,1985.26,1984.75,1984.39,29277.8,29273.4,29280.5,95.57,95.52"
"20230419 10:46:10,1984.56,1984.09,1984.11,29268.2,29256.5,29267.6,95.51,95.45"
"20230419 10:46:21,1984.56,1983.61,1983.75,29257.4,29253.0,29260.8,95.49,95.43"
"20230419 10:46:32,1983.67,1983.27,1983.42,29259.5,29252.9,29261.2,95.51,95.44"
"20230419 10:46:43,1983.95,1983.32,1983.42,29259.5,29252.8,29261.2,95.5,95.42"
"20230419 10:46:55,1983.95,1983.32,1983.48,29259.5,29252.8,29261.2,95.49,95.43"
"20230419 10:47:06,1983.95,1983.33,1983.46,29259.5,29257.3,29264.2,95.49,95.41"
"20230419 10:47:17,1983.0,1982.0,1982.32,29259.5,29251.7,29261.2,95.46,95.39"
"20230419 10:47:28,1982.84,1982.14,1982.41,29259.5,29252.2,29261.3,95.43,95.36"
"20230419 10:47:40,1982.99,1982.52,1982.65,29256.0,29250.0,29257.8,95.37,95.3"
