"Time,ETH_USD,ETH_USDT,ETH_USDC,BTC_USD,BTC_USDT,BTC_USDC,LTC_USD,LTC_USDT"
"20230224 13:47:20,1637.65,1637.76,1637.95,23795.1,23793.2,23798.5,93.33,93.33"
"20230224 13:48:20,1637.43,1637.55,1637.44,23777.1,23775.1,23779.5,93.3,93.3"
"20230224 13:49:21,1636.39,1636.5,1636.6,23769.0,23764.3,23772.6,93.23,93.25"
"20230224 13:50:21,1636.03,1636.14,1636.07,23761.7,23757.7,23760.2,93.19,93.19"
"20230224 13:51:22,1635.56,1635.99,1635.55,23760.2,23756.2,23764.1,93.15,93.16"
"20230224 13:52:22,1635.11,1635.38,1635.08,23761.8,23758.9,23764.9,93.1,93.11"
"20230224 13:53:22,1633.38,1633.89,1633.57,23743.4,23740.1,23746.8,93.03,93.04"
"20230224 13:54:23,1633.62,1633.78,1633.49,23745.1,23740.7,23747.3,93.03,93.0"
"20230224 13:55:23,1634.31,1634.63,1634.18,23773.5,23773.6,23778.3,93.1,93.08"
"20230224 13:56:23,1637.25,1637.38,1636.78,23807.8,23802.0,23809.7,93.11,93.11"
"20230224 13:57:24,1636.73,1636.92,1636.51,23801.8,23797.7,23804.5,93.09,93.07"
"20230224 13:58:24,1634.86,1635.13,1634.72,23782.8,23779.8,23781.1,92.99,92.97"
"20230224 13:59:25,1636.15,1636.47,1635.98,23800.6,23795.9,23801.8,93.03,92.99"
"20230224 14:00:26,1634.84,1635.28,1634.86,23786.4,23781.0,23786.6,93.0,92.98"
"20230224 14:01:26,1634.78,1635.0,1634.77,23774.9,23772.0,23777.1,92.99,92.98"
"20230224 14:02:27,1635.91,1636.18,1635.73,23789.4,23782.5,23788.4,93.1,93.09"
"20230224 14:03:27,1635.06,1635.48,1635.16,23783.0,23779.2,23786.6,93.14,93.14"
"20230224 14:04:27,1633.31,1633.66,1633.57,23755.0,23755.1,23764.3,93.0,92.97"
"20230224 14:05:27,1632.77,1633.22,1632.91,23750.0,23746.2,23753.5,93.01,93.0"
"20230224 14:06:28,1633.22,1633.57,1633.35,23751.6,23748.0,23753.6,93.02,93.01"
"20230224 14:07:28,1631.46,1631.69,1631.42,23735.0,23730.1,23741.2,92.89,92.91"
"20230224 14:08:28,1631.82,1632.13,1631.83,23723.6,23722.7,23726.3,92.84,92.86"
"20230224 14:09:29,1631.56,1631.9,1631.62,23719.5,23717.4,23723.8,92.8,92.81"
"20230224 14:10:29,1630.3,1630.61,1630.51,23703.1,23704.5,23708.4,92.78,92.8"
"20230224 14:11:30,1632.07,1632.46,1632.05,23726.8,23724.9,23727.8,92.89,92.89"
"20230224 14:12:30,1631.53,1632.36,1631.89,23723.0,23721.3,23725.7,92.84,92.86"
"20230224 14:13:30,1631.4,1631.88,1631.57,23709.1,23708.5,23710.7,92.85,92.87"
"20230224 14:14:31,1633.01,1633.71,1633.32,23729.0,23731.2,23732.2,92.96,92.98"
"20230224 14:15:31,1633.43,1633.8,1633.36,23737.9,23736.5,23743.7,92.99,93.01"
"20230224 14:16:32,1631.64,1631.97,1631.61,23718.1,23718.1,23723.0,92.82,92.83"
"20230224 14:17:32,1632.01,1632.17,1631.9,23729.0,23724.9,23732.6,92.93,92.91"
"20230224 14:18:33,1632.1,1632.2,1632.08,23729.2,23727.9,23732.3,92.98,92.98"
"20230224 14:19:33,1631.08,1631.39,1631.21,23716.0,23715.8,23721.0,92.9,92.89"
"20230224 14:20:34,1633.85,1633.99,1633.48,23750.5,23749.9,23747.8,93.0,92.99"
"20230224 14:21:34,1632.2,1632.52,1632.59,23736.5,23738.3,23739.7,92.98,92.97"
"20230224 14:22:35,1631.42,1631.73,1631.85,23716.7,23722.0,23725.9,92.95,92.94"
"20230224 14:23:35,1634.24,1634.09,1633.88,23741.1,23741.0,23744.6,93.11,93.1"
"20230224 14:24:35,1633.53,1633.81,1633.66,23732.4,23731.4,23737.8,93.12,93.12"
"20230224 14:25:36,1634.3,1634.23,1634.13,23738.4,23737.6,23741.1,93.14,93.14"
"20230224 14:26:37,1634.36,1634.59,1634.22,23744.2,23744.3,23747.2,93.15,93.14"
"20230224 14:27:37,1633.78,1634.13,1633.99,23735.8,23736.4,23743.0,93.17,93.15"
"20230224 14:28:39,1634.73,1634.98,1634.74,23743.3,23742.3,23747.6,93.18,93.17"
"20230224 14:29:39,1634.58,1634.61,1634.86,23737.3,23738.0,23743.4,93.18,93.16"
"20230224 14:30:39,1634.69,1634.77,1634.6,23750.2,23751.0,23753.2,93.18,93.16"
"20230224 14:31:39,1635.2,1635.52,1635.14,23758.4,23757.2,23755.5,93.23,93.19"
"20230224 14:32:40,1638.0,1637.81,1638.32,23790.2,23793.8,23794.6,93.35,93.34"
"20230224 14:33:40,1639.13,1639.29,1638.97,23836.9,23838.7,23840.0,93.45,93.42"
"20230224 14:34:40,1638.44,1638.65,1638.73,23820.6,23820.6,23823.4,93.42,93.39"
"20230224 14:35:40,1637.52,1637.74,1637.73,23814.3,23811.1,23816.1,93.44,93.41"
"20230224 14:36:41,1636.98,1637.27,1637.17,23800.9,23800.0,23803.7,93.32,93.3"
"20230224 14:37:41,1638.75,1639.14,1638.92,23834.5,23835.9,23836.5,93.43,93.41"
"20230224 14:38:42,1638.6,1638.5,1638.82,23841.3,23838.4,23839.9,93.44,93.42"
"20230224 14:39:42,1639.99,1640.15,1639.85,23848.6,23845.0,23849.3,93.48,93.48"
"20230224 14:40:42,1638.36,1638.48,1638.55,23831.4,23829.9,23835.1,93.37,93.36"
"20230224 14:41:43,1638.73,1638.99,1638.87,23833.1,23831.1,23837.7,93.32,93.31"
"20230224 14:42:43,1636.71,1637.02,1637.09,23814.7,23811.5,23819.4,93.24,93.23"
"20230224 14:43:43,1636.96,1636.92,1637.0,23814.0,23807.2,23814.4,93.21,93.19"
"20230224 14:44:43,1635.08,1635.33,1635.57,23794.9,23791.9,23805.6,93.19,93.17"
"20230224 14:45:43,1635.11,1635.31,1635.42,23794.2,23786.9,23797.4,93.2,93.17"
"20230224 14:46:44,1633.86,1634.0,1634.0,23784.8,23778.5,23792.6,93.16,93.14"
"20230224 14:47:44,1634.12,1634.4,1634.53,23790.3,23786.7,23793.5,93.14,93.12"
"20230224 14:48:44,1635.48,1635.62,1635.66,23802.4,23803.7,23810.9,93.21,93.19"
"20230224 14:49:44,1635.1,1635.24,1635.4,23791.5,23790.0,23797.0,93.17,93.15"
"20230224 14:50:44,1636.2,1636.4,1636.49,23818.5,23812.2,23818.1,93.3,93.25"
"20230224 14:51:45,1635.8,1636.0,1636.11,23805.5,23802.3,23808.7,93.27,93.23"
"20230224 14:52:46,1635.07,1635.28,1635.57,23797.0,23795.6,23807.8,93.23,93.19"
"20230224 14:53:46,1637.85,1637.83,1638.02,23826.5,23823.5,23824.2,93.29,93.27"
"20230224 14:54:46,1637.98,1638.2,1638.4,23830.4,23827.4,23833.5,93.35,93.33"
"20230324 16:22:24,1768.8,1766.9,1768.74,28014.9,27984.0,28015.6,91.93,91.86"
"20230324 16:23:25,1769.81,1767.99,1769.41,28023.3,27994.9,28027.7,92.05,91.95"
"20230324 16:25:44,1769.97,1768.12,1769.41,28007.7,27979.5,28006.4,91.96,91.86"
"20230324 16:26:44,1770.1,1768.07,1769.59,28003.9,27975.0,28005.6,92.18,92.08"
"20230324 16:27:44,1770.11,1768.05,1769.68,28005.2,27974.6,28002.8,92.01,91.91"
"20230324 16:28:44,1769.8,1767.93,1769.53,27984.2,27954.6,27983.0,92.11,92.02"
"20230324 16:29:44,1767.91,1765.99,1767.79,27961.3,27928.2,27959.2,91.99,91.9"
"20230324 16:30:44,1767.31,1765.32,1767.25,27931.1,27904.5,27933.3,91.81,91.73"
"20230324 16:31:44,1766.81,1764.72,1766.65,27919.9,27892.0,27925.5,91.75,91.65"
"20230324 16:32:44,1765.35,1763.72,1764.92,27918.6,27889.1,27915.7,91.71,91.6"
"20230324 16:33:44,1763.97,1761.97,1764.2,27903.1,27871.4,27896.0,91.63,91.54"
"20230324 16:34:45,1762.86,1761.06,1763.25,27889.1,27861.0,27886.0,91.55,91.47"
"20230324 16:35:45,1764.51,1762.66,1764.71,27912.5,27881.9,27907.2,91.75,91.67"
"20230324 16:36:45,1762.31,1760.49,1762.63,27904.2,27874.3,27898.5,91.85,91.78"
"20230324 16:37:45,1763.28,1761.29,1763.42,27907.5,27882.5,27902.3,91.96,91.89"
"20230324 16:38:45,1764.65,1762.72,1764.5,27934.5,27908.2,27929.3,92.17,92.07"
"20230324 16:39:45,1764.19,1762.1,1764.31,27925.6,27898.3,27921.9,92.22,92.14"
"20230324 16:40:45,1765.97,1764.0,1765.97,27962.7,27932.3,27956.6,92.46,92.4"
"20230324 16:41:46,1765.35,1763.56,1765.41,27928.7,27898.7,27924.6,92.64,92.57"
"20230324 16:42:46,1766.15,1764.04,1766.07,27930.2,27900.3,27929.4,92.58,92.51"
"20230324 16:43:46,1767.7,1765.66,1767.48,27961.8,27933.6,27952.9,92.96,92.9"
"20230324 16:44:46,1766.78,1764.86,1766.67,27939.9,27912.9,27937.1,92.91,92.83"
"20230324 16:45:47,1767.67,1765.6,1767.04,27943.8,27917.4,27939.5,92.75,92.69"
"20230324 16:46:47,1768.89,1766.65,1768.62,27962.5,27934.8,27954.5,92.9,92.82"
"20230324 16:47:47,1768.63,1766.75,1768.72,27955.6,27931.4,27958.7,92.8,92.73"
"20230324 16:48:47,1768.91,1766.98,1768.74,27963.6,27938.0,27961.6,92.49,92.42"
"20230324 16:49:47,1766.29,1764.11,1766.27,27922.7,27896.2,27927.0,92.21,92.19"
"20230324 16:50:47,1766.36,1764.33,1766.34,27921.8,27897.5,27923.7,92.1,92.04"
"20230324 16:51:47,1766.23,1764.24,1766.39,27922.6,27895.5,27923.5,92.03,91.94"
"20230324 16:52:47,1765.22,1763.23,1765.38,27917.8,27891.3,27921.7,92.02,91.96"
"20230324 16:53:48,1767.45,1765.68,1767.52,27940.0,27916.4,27938.9,92.22,92.11"
"20230324 16:54:48,1767.35,1765.48,1767.46,27941.5,27922.1,27943.5,92.22,92.14"
"20230324 16:55:48,1768.01,1766.12,1768.02,27959.6,27934.1,27956.7,92.19,92.1"
"20230324 16:56:48,1768.38,1766.7,1768.48,27965.1,27940.5,27964.9,92.29,92.2"
"20230324 16:57:48,1768.05,1766.18,1768.12,27957.5,27934.1,27957.2,92.47,92.39"
"20230324 16:58:49,1766.92,1765.06,1767.08,27936.5,27914.4,27944.9,92.27,92.17"
"20230324 16:59:49,1764.55,1762.78,1764.88,27877.7,27857.8,27885.8,92.1,92.0"
"20230324 17:00:49,1765.37,1763.51,1765.36,27891.2,27866.8,27894.9,92.28,92.2"
"20230324 17:01:49,1766.27,1764.44,1766.25,27905.4,27880.3,27908.1,92.27,92.2"
"20230324 17:02:50,1763.09,1761.52,1763.38,27853.1,27828.2,27858.2,92.03,91.98"
"20230324 17:03:50,1763.91,1762.18,1763.99,27876.2,27848.1,27880.2,92.03,92.0"
"20230324 17:04:50,1763.79,1761.94,1763.9,27890.9,27864.6,27892.7,91.89,91.81"
"20230324 17:05:50,1765.49,1763.7,1765.5,27922.6,27895.8,27924.0,91.91,91.85"
"20230324 17:06:50,1763.84,1762.0,1763.83,27896.9,27868.5,27899.7,91.69,91.62"
"20230329 10:33:39,1820.46,1819.28,1820.78,28453.3,28440.1,28461.0,92.41,92.44"
"20230329 10:34:40,1819.34,1818.11,1819.74,28408.9,28387.4,28410.9,92.37,92.4"
"20230329 10:35:41,1819.78,1818.63,1819.73,28436.5,28420.0,28431.1,92.35,92.38"
"20230329 10:36:41,1820.2,1819.02,1820.17,28461.7,28449.1,28456.8,92.45,92.5"
"20230329 10:37:41,1820.12,1819.2,1819.94,28475.2,28462.6,28473.7,92.51,92.56"
"20230329 10:38:42,1818.64,1817.32,1818.4,28446.4,28432.7,28452.9,92.44,92.48"
"20230329 10:39:42,1819.44,1818.31,1819.03,28456.3,28444.2,28457.1,92.48,92.54"
"20230329 10:40:43,1819.17,1818.0,1818.81,28441.7,28427.6,28446.6,92.37,92.41"
"20230329 10:41:43,1818.02,1816.87,1817.84,28421.1,28404.0,28428.0,92.31,92.34"
"20230329 10:42:43,1818.32,1817.49,1817.89,28426.1,28413.3,28431.6,92.28,92.34"
"20230329 10:43:43,1817.78,1816.98,1817.26,28407.6,28399.0,28417.8,92.16,92.19"
"20230329 10:44:44,1817.28,1816.66,1817.27,28392.6,28379.0,28391.3,92.19,92.23"
"20230329 10:45:44,1817.57,1816.87,1817.26,28393.3,28384.4,28393.3,92.15,92.22"
"20230329 10:46:44,1817.27,1816.76,1817.28,28385.1,28380.7,28384.8,92.19,92.24"
"20230329 10:47:44,1817.23,1816.33,1816.96,28389.7,28384.9,28391.2,92.12,92.16"
"20230329 10:48:44,1817.12,1816.5,1816.93,28402.2,28392.4,28402.7,92.08,92.13"
"20230329 10:49:44,1816.94,1815.98,1816.52,28379.0,28373.8,28384.3,92.07,92.12"
"20230329 10:50:45,1817.76,1816.96,1817.15,28382.7,28373.8,28385.2,92.16,92.21"
"20230329 10:51:45,1817.02,1816.09,1816.73,28358.6,28351.0,28367.1,92.12,92.14"
"20230329 10:52:45,1816.85,1815.93,1816.52,28367.5,28353.0,28367.1,92.03,92.07"
"20230329 10:53:45,1815.51,1814.68,1815.49,28340.6,28333.7,28346.5,92.0,92.01"
"20230329 10:54:46,1815.25,1814.61,1815.16,28350.4,28341.6,28346.7,91.96,91.99"
"20230329 10:55:46,1816.84,1816.09,1815.91,28385.1,28376.6,28384.2,92.09,92.13"
"20230329 10:56:46,1817.21,1816.34,1816.67,28392.0,28382.1,28389.8,92.12,92.16"
"20230329 10:57:46,1815.52,1815.0,1815.28,28353.5,28340.5,28351.6,92.07,92.1"
"20230329 10:58:46,1815.39,1814.62,1815.03,28345.7,28336.5,28344.5,92.1,92.13"
"20230329 10:59:46,1815.26,1814.5,1815.04,28339.9,28330.1,28339.6,92.05,92.07"
"20230329 11:00:46,1815.38,1814.65,1814.79,28345.4,28336.5,28339.5,92.04,92.07"
"20230329 11:06:13,1813.82,1812.95,1813.22,28343.4,28332.4,28333.5,91.97,91.99"
"20230329 11:11:14,1816.51,1815.68,1815.87,28378.5,28369.3,28374.8,91.97,92.01"
"20230329 11:16:14,1814.45,1813.84,1814.31,28322.9,28316.1,28321.3,91.79,91.82"
"20230329 11:21:15,1814.83,1814.31,1814.53,28357.1,28349.9,28351.3,92.03,92.06"
"20230329 11:26:15,1816.62,1815.99,1816.75,28421.9,28411.9,28422.0,92.26,92.28"
"20230329 11:31:15,1816.38,1815.46,1816.69,28399.1,28388.5,28396.7,92.1,92.11"
"20230329 11:36:15,1817.64,1816.59,1817.46,28425.8,28416.0,28417.9,92.23,92.22"
"20230329 11:41:15,1817.0,1815.91,1817.2,28408.3,28400.3,28413.1,92.09,92.1"
"20230329 11:46:16,1813.66,1813.21,1813.73,28386.6,28380.0,28380.4,92.08,92.1"
"20230329 11:51:17,1813.5,1812.92,1813.68,28367.9,28358.8,28367.6,91.94,91.97"
"20230329 11:56:17,1810.2,1809.51,1810.08,28354.2,28344.7,28343.6,91.84,91.86"
"20230329 12:01:17,1811.73,1811.22,1811.39,28376.0,28370.4,28375.5,91.86,91.87"
"20230329 12:06:17,1807.78,1807.16,1807.66,28317.0,28311.2,28314.7,91.7,91.74"
"20230329 12:11:17,1808.54,1807.99,1808.34,28306.1,28301.1,28306.1,91.78,91.82"
"20230329 12:16:17,1807.71,1807.0,1807.63,28283.3,28282.0,28279.7,91.74,91.78"
"20230329 12:21:18,1808.86,1808.3,1808.43,28309.7,28308.9,28305.2,91.82,91.85"
"20230329 12:26:18,1810.49,1810.05,1809.91,28342.7,28340.7,28340.6,91.96,91.98"
"20230329 12:31:18,1811.31,1810.76,1811.17,28363.8,28361.3,28359.6,91.94,91.98"
"20230419 09:48:22,1986.7,1986.45,1987.03,29308.8,29299.8,29318.5,95.17,95.13"
"20230419 09:53:22,1988.93,1988.83,1989.71,29275.9,29265.7,29273.2,95.22,95.2"
